60.383,22.55,5.2,20150101,3.42114068538,2.84080407773,***,35.75,1007.03181818
60.383,22.55,5.2,20150102,3.84158893751,5.64836883204,***,38.5,981.977272727
60.383,22.55,5.2,20150103,4.76648447185,4.95122184622,***,35.6818181818,978.972727273
60.383,22.55,5.2,20150104,0.495934438445,6.27776938801,***,29.8636363636,997.059090909
60.383,22.55,5.2,20150105,0.379935787292,6.0521496579,***,13.9166666667,1020.12083333
60.383,22.55,5.2,20150106,2.98580402619,1.67352071026,***,11.75,1030.37083333
60.383,22.55,5.2,20150107,3.32556907491,7.66183220889,***,32.4583333333,1019.10416667
60.383,22.55,5.2,20150108,3.50820554759,3.51153817499,***,35.625,1002.35
60.383,22.55,5.2,20150109,3.8309366686,1.80952596681,***,33.2083333333,989.120833333
60.383,22.55,5.2,20150110,1.88436993579,1.6092906899,***,31.3333333333,982.275
60.383,22.55,5.2,20150111,0.617787380225,10.9723706953,***,21.625,975.1375
60.383,22.55,5.2,20150112,0.994036878993,2.72244994406,***,15.5416666667,992.179166667
60.383,22.55,5.2,20150113,3.85790901175,4.05271039981,***,34.9166666667,986.691666667
60.383,22.55,5.2,20150114,3.529354092,3.06650667062,***,34.2916666667,991.779166667
60.383,22.55,5.2,20150115,3.30918445142,5.46535794891,***,35.4166666667,1001.45416667
60.383,22.55,5.2,20150116,3.32236162347,8.12176884363,***,37.0833333333,993.0625
60.383,22.55,5.2,20150117,3.46926677458,5.45321581746,***,37.125,997.0875
60.383,22.55,5.2,20150118,3.67957011143,2.73876338671,***,34.4583333333,1005.8
60.383,22.55,5.2,20150119,0.505485620094,3.19396383998,***,30.6666666667,1019.33333333
60.383,22.55,5.2,20150120,1.18954784633,4.24501311585,***,28.2916666667,1028.02916667
60.383,22.55,5.2,20150121,1.31044940016,6.37984237098,***,26.9583333333,1027.59166667
60.383,22.55,5.2,20150122,0.993162242059,6.54802371942,***,21.2083333333,1024.7
60.383,22.55,5.2,20150123,0.901996474919,1.00839774338,***,24.2083333333,1019.42916667
60.383,22.55,5.2,20150124,3.33514923309,4.22376499641,***,30.2916666667,1016.95833333
60.383,22.55,5.2,20150125,3.23282919262,4.96022686789,***,31.7916666667,1018.07083333
60.383,22.55,5.2,20150126,3.34429450875,4.46870761152,***,32.625,1014.02083333
60.383,22.55,5.2,20150127,3.27655299947,3.56304869466,***,32.6666666667,1006.59583333
60.383,22.55,5.2,20150128,3.36106399805,6.88642519433,***,34.0,995.366666667
60.383,22.55,5.2,20150129,3.04083756759,9.4231987488,***,33.4166666667,983.0
