,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.255,25.043,17.4,192201010600,320,9,***,18,*****
1,60.255,25.043,17.4,192201011300,320,7,***,18,*****
2,60.255,25.043,17.4,192201012000,320,16,***,24,*****
3,60.255,25.043,17.4,192201020600,200,18,***,30,*****
4,60.255,25.043,17.4,192201021300,270,9,***,33,*****
5,60.255,25.043,17.4,192201022000,230,7,***,31,*****
6,60.255,25.043,17.4,192201030600,230,5,***,24,*****
7,60.255,25.043,17.4,192201031300,320,9,***,24,*****
8,60.255,25.043,17.4,192201032000,290,14,***,20,*****
9,60.255,25.043,17.4,192201040600,270,5,***,15,*****
10,60.255,25.043,17.4,192201041300,290,2,***,17,*****
11,60.255,25.043,17.4,192201042000,160,2,***,19,*****
12,60.255,25.043,17.4,192201050600,160,7,***,14,*****
13,60.255,25.043,17.4,192201051300,180,9,***,28,*****
14,60.255,25.043,17.4,192201052000,320,11,***,19,*****
15,60.255,25.043,17.4,192201060600,340,16,***,16,*****
16,60.255,25.043,17.4,192201061300,340,16,***,20,*****
17,60.255,25.043,17.4,192201062000,320,16,***,20,*****
18,60.255,25.043,17.4,192201070600,290,11,***,18,*****
19,60.255,25.043,17.4,192201071300,290,9,***,19,*****
20,60.255,25.043,17.4,192201072000,270,7,***,20,*****
21,60.255,25.043,17.4,192201080600,320,7,***,21,*****
22,60.255,25.043,17.4,192201081300,250,14,***,29,*****
23,60.255,25.043,17.4,192201082000,200,18,***,29,*****
24,60.255,25.043,17.4,192201090600,230,18,***,28,*****
25,60.255,25.043,17.4,192201091300,270,14,***,26,*****
26,60.255,25.043,17.4,192201092000,180,14,***,21,*****
27,60.255,25.043,17.4,192201100600,160,14,***,14,*****
28,60.255,25.043,17.4,192201101300,140,22,***,23,*****
29,60.255,25.043,17.4,192201102000,180,18,***,24,*****
30,60.255,25.043,17.4,192201110600,140,9,***,27,*****
31,60.255,25.043,17.4,192201111300,090,9,***,28,*****
32,60.255,25.043,17.4,192201112000,050,7,***,23,*****
33,60.255,25.043,17.4,192201120600,140,7,***,32,*****
34,60.255,25.043,17.4,192201121300,070,14,***,28,*****
