,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.255,25.043,17.4,193301010600,250,6,***,37,*****
1,60.255,25.043,17.4,193301011200,270,10,***,37,*****
2,60.255,25.043,17.4,193301011800,250,6,***,37,*****
3,60.255,25.043,17.4,193301020600,180,10,***,34,*****
4,60.255,25.043,17.4,193301021200,230,10,***,34,*****
5,60.255,25.043,17.4,193301021800,180,15,***,34,*****
6,60.255,25.043,17.4,193301030600,160,10,***,32,*****
7,60.255,25.043,17.4,193301031200,200,21,***,34,*****
8,60.255,25.043,17.4,193301031800,180,21,***,34,*****
9,60.255,25.043,17.4,193301040600,230,21,***,39,*****
10,60.255,25.043,17.4,193301041200,200,15,***,39,*****
11,60.255,25.043,17.4,193301041800,230,10,***,37,*****
12,60.255,25.043,17.4,193301050600,180,10,***,36,*****
13,60.255,25.043,17.4,193301051200,160,10,***,34,*****
14,60.255,25.043,17.4,193301051800,160,10,***,32,*****
15,60.255,25.043,17.4,193301060600,140,10,***,34,*****
16,60.255,25.043,17.4,193301061800,160,15,***,34,*****
17,60.255,25.043,17.4,193301070600,140,10,***,32,*****
18,60.255,25.043,17.4,193301071200,160,10,***,34,*****
19,60.255,25.043,17.4,193301071800,***,***,***,34,*****
20,60.255,25.043,17.4,193301080600,140,10,***,32,*****
21,60.255,25.043,17.4,193301081200,230,6,***,36,*****
22,60.255,25.043,17.4,193301081800,180,15,***,36,*****
23,60.255,25.043,17.4,193301090600,140,28,***,34,*****
24,60.255,25.043,17.4,193301091200,180,28,***,34,*****
25,60.255,25.043,17.4,193301091800,200,28,***,32,*****
26,60.255,25.043,17.4,193301100600,140,15,***,27,*****
27,60.255,25.043,17.4,193301101200,140,15,***,23,*****
28,60.255,25.043,17.4,193301101800,140,15,***,23,*****
29,60.255,25.043,17.4,193301110600,140,10,***,19,*****
30,60.255,25.043,17.4,193301111200,140,15,***,21,*****
31,60.255,25.043,17.4,193301111800,160,15,***,21,*****
32,60.255,25.043,17.4,193301120600,140,10,***,23,*****
33,60.255,25.043,17.4,193301121200,140,6,***,21,*****
34,60.255,25.043,17.4,193301121800,140,6,***,21,*****
35,60.255,25.043,17.4,193301130600,180,10,***,21,*****
36,60.255,25.043,17.4,193301131200,140,10,***,****,*****
37,60.255,25.043,17.4,193301131800,140,6,***,21,*****
38,60.255,25.043,17.4,193301140600,230,10,***,27,*****
39,60.255,25.043,17.4,193301141200,200,10,***,28,*****
40,60.255,25.043,17.4,193301141800,200,21,***,30,*****
41,60.255,25.043,17.4,193301150600,180,15,***,32,*****
42,60.255,25.043,17.4,193301151200,180,10,***,32,*****
43,60.255,25.043,17.4,193301151800,230,6,***,32,*****
44,60.255,25.043,17.4,193301160600,***,0,***,25,*****
45,60.255,25.043,17.4,193301161200,140,15,***,23,*****
46,60.255,25.043,17.4,193301161800,050,10,***,21,*****
47,60.255,25.043,17.4,193301170600,050,10,***,16,*****
48,60.255,25.043,17.4,193301171200,070,21,***,16,*****
49,60.255,25.043,17.4,193301171800,090,15,***,14,*****
50,60.255,25.043,17.4,193301180600,110,21,***,14,*****
51,60.255,25.043,17.4,193301181200,110,15,***,14,*****
52,60.255,25.043,17.4,193301181800,050,10,***,10,*****
53,60.255,25.043,17.4,193301190600,050,10,***,5,*****
54,60.255,25.043,17.4,193301191200,050,10,***,3,*****
55,60.255,25.043,17.4,193301191800,050,15,***,0,*****
56,60.255,25.043,17.4,193301200600,050,15,***,-2,*****
57,60.255,25.043,17.4,193301201200,050,10,***,0,*****
58,60.255,25.043,17.4,193301201800,050,10,***,3,*****
59,60.255,25.043,17.4,193301210600,070,10,***,-4,*****
60,60.255,25.043,17.4,193301211200,050,10,***,-4,*****
61,60.255,25.043,17.4,193301211800,050,10,***,-6,*****
62,60.255,25.043,17.4,193301220600,050,10,***,-6,*****
63,60.255,25.043,17.4,193301221200,050,15,***,0,*****
64,60.255,25.043,17.4,193301221800,050,10,***,-2,*****
65,60.255,25.043,17.4,193301230600,070,10,***,3,*****
66,60.255,25.043,17.4,193301231200,090,10,***,9,*****
67,60.255,25.043,17.4,193301231800,050,6,***,9,*****
68,60.255,25.043,17.4,193301240600,180,10,***,18,*****
69,60.255,25.043,17.4,193301241200,230,15,***,23,*****
70,60.255,25.043,17.4,193301241800,230,21,***,27,*****
71,60.255,25.043,17.4,193301251200,340,10,***,32,*****
72,60.255,25.043,17.4,193301251800,320,10,***,32,*****
73,60.255,25.043,17.4,193301260600,290,10,***,30,*****
74,60.255,25.043,17.4,193301261200,290,15,***,30,*****
75,60.255,25.043,17.4,193301261800,290,10,***,32,*****
76,60.255,25.043,17.4,193301270600,290,10,***,32,*****
77,60.255,25.043,17.4,193301271200,320,10,***,34,*****
78,60.255,25.043,17.4,193301271800,360,21,***,32,*****
79,60.255,25.043,17.4,193301280600,290,10,***,34,*****
80,60.255,25.043,17.4,193301281800,360,28,***,32,*****
81,60.255,25.043,17.4,193301290600,270,10,***,25,*****
82,60.255,25.043,17.4,193301291800,160,6,***,32,*****
83,60.255,25.043,17.4,193301300600,270,6,***,28,*****
84,60.255,25.043,17.4,193301301200,090,6,***,32,*****
85,60.255,25.043,17.4,193301301800,110,6,***,32,*****
86,60.255,25.043,17.4,193301310600,110,15,***,30,*****
