,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.717,28.733,13.0,197101011200,290,5,***,14,*****
1,60.717,28.733,13.0,197101011500,320,5,***,14,*****
2,60.717,28.733,13.0,197101011800,320,7,***,14,*****
3,60.717,28.733,13.0,197101012100,320,7,***,12,*****
4,60.717,28.733,13.0,197101020000,320,9,***,****,*****
5,60.717,28.733,13.0,197101020300,360,9,***,10,*****
6,60.717,28.733,13.0,197101020600,320,7,***,5,*****
7,60.717,28.733,13.0,197101020900,320,5,***,7,*****
8,60.717,28.733,13.0,197101021200,340,5,***,5,*****
9,60.717,28.733,13.0,197101021500,320,2,***,0,*****
10,60.717,28.733,13.0,197101021800,***,0,***,-8,*****
11,60.717,28.733,13.0,197101022100,160,2,***,-11,*****
12,60.717,28.733,13.0,197101030000,160,2,***,-8,*****
13,60.717,28.733,13.0,197101030300,320,2,***,0,*****
14,60.717,28.733,13.0,197101030600,160,5,***,5,*****
15,60.717,28.733,13.0,197101030900,180,22,***,16,*****
16,60.717,28.733,13.0,197101031200,160,5,***,5,*****
17,60.717,28.733,13.0,197101031500,200,26,***,19,*****
18,60.717,28.733,13.0,197101031800,200,22,***,25,*****
19,60.717,28.733,13.0,197101032100,230,24,***,18,*****
20,60.717,28.733,13.0,197101040000,230,22,***,28,*****
21,60.717,28.733,13.0,197101040300,250,16,***,30,*****
22,60.717,28.733,13.0,197101040600,250,9,***,30,*****
23,60.717,28.733,13.0,197101040900,230,9,***,28,*****
24,60.717,28.733,13.0,197101041200,250,9,***,28,*****
25,60.717,28.733,13.0,197101041500,270,5,***,27,*****
26,60.717,28.733,13.0,197101042100,340,5,***,19,*****
27,60.717,28.733,13.0,197101050000,360,5,***,14,*****
28,60.717,28.733,13.0,197101050300,020,5,***,14,*****
29,60.717,28.733,13.0,197101050600,360,5,***,12,*****
30,60.717,28.733,13.0,197101050900,340,5,***,10,*****
31,60.717,28.733,13.0,197101051200,160,5,***,5,*****
32,60.717,28.733,13.0,197101051500,***,0,***,1,*****
33,60.717,28.733,13.0,197101051800,***,0,***,-4,*****
34,60.717,28.733,13.0,197101052100,***,0,***,-4,*****
35,60.717,28.733,13.0,197101060000,***,0,***,-8,*****
36,60.717,28.733,13.0,197101060300,***,0,***,-11,*****
37,60.717,28.733,13.0,197101060600,320,2,***,-17,*****
38,60.717,28.733,13.0,197101060900,***,0,***,-17,*****
39,60.717,28.733,13.0,197101061200,***,0,***,-9,*****
40,60.717,28.733,13.0,197101061500,200,2,***,-4,*****
41,60.717,28.733,13.0,197101061800,230,5,***,0,*****
42,60.717,28.733,13.0,197101062100,180,2,***,1,*****
43,60.717,28.733,13.0,197101070000,270,5,***,10,*****
44,60.717,28.733,13.0,197101070300,250,9,***,12,*****
45,60.717,28.733,13.0,197101070600,230,11,***,12,*****
46,60.717,28.733,13.0,197101070900,270,16,***,27,*****
47,60.717,28.733,13.0,197101071200,230,7,***,28,*****
48,60.717,28.733,13.0,197101071500,230,19,***,30,*****
49,60.717,28.733,13.0,197101071800,200,22,***,25,*****
50,60.717,28.733,13.0,197101072100,200,29,***,25,*****
51,60.717,28.733,13.0,197101080000,230,33,***,25,*****
52,60.717,28.733,13.0,197101080300,230,33,***,28,*****
53,60.717,28.733,13.0,197101080600,230,31,***,30,*****
54,60.717,28.733,13.0,197101080900,230,26,***,32,*****
55,60.717,28.733,13.0,197101081200,230,26,***,34,*****
56,60.717,28.733,13.0,197101081500,230,18,***,36,*****
57,60.717,28.733,13.0,197101081800,230,16,***,36,*****
