,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.255,25.043,17.4,193401010600,050,10,***,14,*****
1,60.255,25.043,17.4,193401011200,020,2,***,16,*****
2,60.255,25.043,17.4,193401020600,090,2,***,19,*****
3,60.255,25.043,17.4,193401021200,200,15,***,27,*****
4,60.255,25.043,17.4,193401021800,230,21,***,30,*****
5,60.255,25.043,17.4,193401030600,200,10,***,32,*****
6,60.255,25.043,17.4,193401031200,200,15,***,32,*****
7,60.255,25.043,17.4,193401031800,230,21,***,19,*****
8,60.255,25.043,17.4,193401040600,180,10,***,27,*****
9,60.255,25.043,17.4,193401041200,180,15,***,25,*****
10,60.255,25.043,17.4,193401041800,180,15,***,23,*****
11,60.255,25.043,17.4,193401050600,180,15,***,23,*****
12,60.255,25.043,17.4,193401051200,180,10,***,23,*****
13,60.255,25.043,17.4,193401051800,180,10,***,27,*****
14,60.255,25.043,17.4,193401060600,180,15,***,30,*****
15,60.255,25.043,17.4,193401061200,230,6,***,32,*****
16,60.255,25.043,17.4,193401061800,270,6,***,32,*****
17,60.255,25.043,17.4,193401070600,180,28,***,34,*****
18,60.255,25.043,17.4,193401071200,230,21,***,36,*****
19,60.255,25.043,17.4,193401071800,250,10,***,36,*****
20,60.255,25.043,17.4,193401080600,250,34,***,36,*****
21,60.255,25.043,17.4,193401081200,230,28,***,36,*****
22,60.255,25.043,17.4,193401081800,230,21,***,36,*****
23,60.255,25.043,17.4,193401090600,230,15,***,36,*****
24,60.255,25.043,17.4,193401091200,230,15,***,36,*****
25,60.255,25.043,17.4,193401091800,250,6,***,36,*****
26,60.255,25.043,17.4,193401100600,320,6,***,23,*****
27,60.255,25.043,17.4,193401101200,230,6,***,27,*****
28,60.255,25.043,17.4,193401101800,230,15,***,32,*****
29,60.255,25.043,17.4,193401110600,200,10,***,34,*****
30,60.255,25.043,17.4,193401111200,200,10,***,34,*****
31,60.255,25.043,17.4,193401111800,230,15,***,34,*****
32,60.255,25.043,17.4,193401120600,200,15,***,34,*****
33,60.255,25.043,17.4,193401121200,180,15,***,32,*****
34,60.255,25.043,17.4,193401121800,180,21,***,28,*****
35,60.255,25.043,17.4,193401130600,160,10,***,25,*****
36,60.255,25.043,17.4,193401131200,140,10,***,****,*****
37,60.255,25.043,17.4,193401131800,140,21,***,21,*****
38,60.255,25.043,17.4,193401140600,160,21,***,23,*****
39,60.255,25.043,17.4,193401141200,140,15,***,23,*****
40,60.255,25.043,17.4,193401150600,140,21,***,16,*****
41,60.255,25.043,17.4,193401151200,140,21,***,19,*****
42,60.255,25.043,17.4,193401151800,140,21,***,23,*****
43,60.255,25.043,17.4,193401160600,140,15,***,30,*****
44,60.255,25.043,17.4,193401161200,140,15,***,30,*****
45,60.255,25.043,17.4,193401161800,140,15,***,32,*****
46,60.255,25.043,17.4,193401170600,180,10,***,34,*****
47,60.255,25.043,17.4,193401171200,140,21,***,36,*****
48,60.255,25.043,17.4,193401171800,140,21,***,34,*****
49,60.255,25.043,17.4,193401180600,140,21,***,34,*****
50,60.255,25.043,17.4,193401181200,140,28,***,32,*****
51,60.255,25.043,17.4,193401181800,180,21,***,36,*****
52,60.255,25.043,17.4,193401190600,140,21,***,36,*****
53,60.255,25.043,17.4,193401191200,140,28,***,37,*****
54,60.255,25.043,17.4,193401191800,200,15,***,36,*****
55,60.255,25.043,17.4,193401200600,290,15,***,36,*****
56,60.255,25.043,17.4,193401201200,270,15,***,36,*****
57,60.255,25.043,17.4,193401201800,360,21,***,30,*****
58,60.255,25.043,17.4,193401210600,270,10,***,19,*****
59,60.255,25.043,17.4,193401211200,230,15,***,28,*****
60,60.255,25.043,17.4,193401211800,230,28,***,32,*****
61,60.255,25.043,17.4,193401220600,290,21,***,36,*****
62,60.255,25.043,17.4,193401221200,270,15,***,37,*****
63,60.255,25.043,17.4,193401221800,270,15,***,32,*****
64,60.255,25.043,17.4,193401230600,270,21,***,34,*****
65,60.255,25.043,17.4,193401231200,250,21,***,34,*****
66,60.255,25.043,17.4,193401231800,250,21,***,34,*****
67,60.255,25.043,17.4,193401240600,230,15,***,32,*****
68,60.255,25.043,17.4,193401241200,230,10,***,36,*****
69,60.255,25.043,17.4,193401241800,250,15,***,37,*****
70,60.255,25.043,17.4,193401250600,270,15,***,36,*****
71,60.255,25.043,17.4,193401251200,250,15,***,36,*****
72,60.255,25.043,17.4,193401251800,270,21,***,34,*****
73,60.255,25.043,17.4,193401260600,290,10,***,34,*****
74,60.255,25.043,17.4,193401261200,250,10,***,32,*****
75,60.255,25.043,17.4,193401261800,230,15,***,32,*****
76,60.255,25.043,17.4,193401271200,230,10,***,32,*****
77,60.255,25.043,17.4,193401271800,230,10,***,34,*****
78,60.255,25.043,17.4,193401280600,270,10,***,34,*****
79,60.255,25.043,17.4,193401281200,290,10,***,34,*****
80,60.255,25.043,17.4,193401281800,340,10,***,30,*****
81,60.255,25.043,17.4,193401290600,250,10,***,25,*****
82,60.255,25.043,17.4,193401291200,230,10,***,34,*****
83,60.255,25.043,17.4,193401291800,230,10,***,32,*****
84,60.255,25.043,17.4,193401300600,230,15,***,32,*****
85,60.255,25.043,17.4,193401301200,230,21,***,34,*****
86,60.255,25.043,17.4,193401301800,230,21,***,34,*****
87,60.255,25.043,17.4,193401310600,320,15,***,21,*****
88,60.255,25.043,17.4,193401311200,360,10,***,21,*****
89,60.255,25.043,17.4,193401311800,020,15,***,16,*****
90,60.255,25.043,17.4,193402010600,320,15,***,19,*****
91,60.255,25.043,17.4,193402011200,360,15,***,19,*****
92,60.255,25.043,17.4,193402011800,020,6,***,18,*****
93,60.255,25.043,17.4,193402020600,250,15,***,28,*****
94,60.255,25.043,17.4,193402021200,230,34,***,32,*****
95,60.255,25.043,17.4,193402021800,230,28,***,30,*****
96,60.255,25.043,17.4,193402030600,320,15,***,25,*****
97,60.255,25.043,17.4,193402031200,320,15,***,27,*****
98,60.255,25.043,17.4,193402031800,320,10,***,21,*****
99,60.255,25.043,17.4,193402040600,200,15,***,30,*****
100,60.255,25.043,17.4,193402041200,270,15,***,34,*****
101,60.255,25.043,17.4,193402041800,290,15,***,36,*****
