,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.255,25.043,17.4,192001010600,090,7,***,28,*****
1,60.255,25.043,17.4,192001011300,090,9,***,32,*****
2,60.255,25.043,17.4,192001012000,090,7,***,33,*****
3,60.255,25.043,17.4,192001020600,200,11,***,34,*****
4,60.255,25.043,17.4,192001021300,200,18,***,34,*****
5,60.255,25.043,17.4,192001022000,200,18,***,34,*****
6,60.255,25.043,17.4,192001030600,230,11,***,33,*****
7,60.255,25.043,17.4,192001031300,270,9,***,32,*****
8,60.255,25.043,17.4,192001032000,270,7,***,30,*****
9,60.255,25.043,17.4,192001040600,270,9,***,28,*****
10,60.255,25.043,17.4,192001041300,320,9,***,28,*****
11,60.255,25.043,17.4,192001042000,270,9,***,21,*****
12,60.255,25.043,17.4,192001050600,290,7,***,16,*****
13,60.255,25.043,17.4,192001051300,320,5,***,18,*****
14,60.255,25.043,17.4,192001052000,320,5,***,16,*****
15,60.255,25.043,17.4,192001060600,230,7,***,23,*****
16,60.255,25.043,17.4,192001061300,250,16,***,31,*****
17,60.255,25.043,17.4,192001062000,230,22,***,32,*****
18,60.255,25.043,17.4,192001070600,250,18,***,32,*****
19,60.255,25.043,17.4,192001071300,230,18,***,28,*****
20,60.255,25.043,17.4,192001072000,230,18,***,29,*****
21,60.255,25.043,17.4,192001080600,230,22,***,32,*****
22,60.255,25.043,17.4,192001081300,230,19,***,33,*****
23,60.255,25.043,17.4,192001082000,230,22,***,35,*****
24,60.255,25.043,17.4,192001090600,200,19,***,34,*****
25,60.255,25.043,17.4,192001091300,250,18,***,33,*****
26,60.255,25.043,17.4,192001092000,250,14,***,29,*****
27,60.255,25.043,17.4,192001100600,250,11,***,25,*****
28,60.255,25.043,17.4,192001101300,250,11,***,29,*****
29,60.255,25.043,17.4,192001102000,200,18,***,32,*****
30,60.255,25.043,17.4,192001110600,250,9,***,31,*****
31,60.255,25.043,17.4,192001111300,290,7,***,24,*****
32,60.255,25.043,17.4,192001112000,270,5,***,26,*****
33,60.255,25.043,17.4,192001120600,090,11,***,27,*****
34,60.255,25.043,17.4,192001121300,090,14,***,27,*****
35,60.255,25.043,17.4,192001122000,070,18,***,23,*****
36,60.255,25.043,17.4,192001130600,070,11,***,22,*****
37,60.255,25.043,17.4,192001131300,340,9,***,20,*****
38,60.255,25.043,17.4,192001132000,320,7,***,19,*****
39,60.255,25.043,17.4,192001140600,320,2,***,16,*****
40,60.255,25.043,17.4,192001141300,320,7,***,16,*****
41,60.255,25.043,17.4,192001142000,320,9,***,14,*****
42,60.255,25.043,17.4,192001150600,320,14,***,18,*****
43,60.255,25.043,17.4,192001151300,320,18,***,22,*****
44,60.255,25.043,17.4,192001152000,320,11,***,14,*****
45,60.255,25.043,17.4,192001160600,320,5,***,15,*****
46,60.255,25.043,17.4,192001161300,200,5,***,19,*****
47,60.255,25.043,17.4,192001162000,200,19,***,28,*****
48,60.255,25.043,17.4,192001170600,250,9,***,32,*****
49,60.255,25.043,17.4,192001171300,320,9,***,28,*****
50,60.255,25.043,17.4,192001172000,320,2,***,20,*****
51,60.255,25.043,17.4,192001180600,140,14,***,29,*****
52,60.255,25.043,17.4,192001181300,090,18,***,29,*****
53,60.255,25.043,17.4,192001182000,050,9,***,22,*****
54,60.255,25.043,17.4,192001190600,230,7,***,28,*****
55,60.255,25.043,17.4,192001191300,230,14,***,30,*****
56,60.255,25.043,17.4,192001192000,250,9,***,33,*****
57,60.255,25.043,17.4,192001200600,270,9,***,30,*****
58,60.255,25.043,17.4,192001201300,320,11,***,24,*****
59,60.255,25.043,17.4,192001202000,320,9,***,19,*****
60,60.255,25.043,17.4,192001210600,320,5,***,18,*****
61,60.255,25.043,17.4,192001211300,320,5,***,20,*****
62,60.255,25.043,17.4,192001212000,090,7,***,19,*****
63,60.255,25.043,17.4,192001220600,070,9,***,10,*****
64,60.255,25.043,17.4,192001221300,050,9,***,6,*****
65,60.255,25.043,17.4,192001222000,360,7,***,-1,*****
66,60.255,25.043,17.4,192001230600,090,5,***,-3,*****
67,60.255,25.043,17.4,192001231300,090,5,***,6,*****
68,60.255,25.043,17.4,192001232000,090,5,***,11,*****
69,60.255,25.043,17.4,192001240600,110,14,***,7,*****
70,60.255,25.043,17.4,192001241300,110,9,***,4,*****
71,60.255,25.043,17.4,192001242000,110,11,***,3,*****
72,60.255,25.043,17.4,192001250600,160,16,***,7,*****
73,60.255,25.043,17.4,192001251300,180,19,***,12,*****
74,60.255,25.043,17.4,192001252000,160,16,***,15,*****
75,60.255,25.043,17.4,192001260600,160,9,***,14,*****
76,60.255,25.043,17.4,192001261300,140,9,***,13,*****
77,60.255,25.043,17.4,192001262000,140,5,***,8,*****
78,60.255,25.043,17.4,192001270600,090,7,***,-3,*****
79,60.255,25.043,17.4,192001271300,090,9,***,4,*****
80,60.255,25.043,17.4,192001272000,090,9,***,10,*****
81,60.255,25.043,17.4,192001280600,140,11,***,7,*****
82,60.255,25.043,17.4,192001281300,180,7,***,13,*****
83,60.255,25.043,17.4,192001282000,090,9,***,13,*****
84,60.255,25.043,17.4,192001290600,140,9,***,8,*****
85,60.255,25.043,17.4,192001291300,110,11,***,4,*****
86,60.255,25.043,17.4,192001292000,090,14,***,2,*****
87,60.255,25.043,17.4,192001300600,140,14,***,-1,*****
88,60.255,25.043,17.4,192001301300,090,11,***,4,*****
89,60.255,25.043,17.4,192001302000,090,16,***,5,*****
90,60.255,25.043,17.4,192001310600,090,14,***,9,*****
91,60.255,25.043,17.4,192001311300,140,14,***,12,*****
92,60.255,25.043,17.4,192001312000,140,11,***,10,*****
93,60.255,25.043,17.4,192002010600,140,11,***,11,*****
94,60.255,25.043,17.4,192002011300,140,14,***,12,*****
95,60.255,25.043,17.4,192002012000,160,14,***,12,*****
96,60.255,25.043,17.4,192002020600,180,14,***,17,*****
97,60.255,25.043,17.4,192002021300,200,16,***,21,*****
98,60.255,25.043,17.4,192002022000,180,22,***,28,*****
99,60.255,25.043,17.4,192002030600,230,14,***,37,*****
100,60.255,25.043,17.4,192002031300,270,9,***,38,*****
101,60.255,25.043,17.4,192002032000,230,11,***,35,*****
102,60.255,25.043,17.4,192002040600,230,11,***,36,*****
103,60.255,25.043,17.4,192002041300,290,18,***,39,*****
104,60.255,25.043,17.4,192002042000,320,18,***,36,*****
105,60.255,25.043,17.4,192002050600,320,16,***,33,*****
106,60.255,25.043,17.4,192002051300,320,19,***,33,*****
107,60.255,25.043,17.4,192002052000,320,7,***,26,*****
108,60.255,25.043,17.4,192002060600,270,11,***,33,*****
109,60.255,25.043,17.4,192002061300,320,14,***,39,*****
110,60.255,25.043,17.4,192002062000,320,18,***,34,*****
111,60.255,25.043,17.4,192002070600,320,7,***,27,*****
112,60.255,25.043,17.4,192002071300,340,5,***,33,*****
113,60.255,25.043,17.4,192002072000,070,5,***,26,*****
114,60.255,25.043,17.4,192002080600,230,7,***,24,*****
115,60.255,25.043,17.4,192002081300,200,16,***,26,*****
116,60.255,25.043,17.4,192002082000,230,16,***,28,*****
117,60.255,25.043,17.4,192002090600,200,9,***,28,*****
118,60.255,25.043,17.4,192002091300,250,16,***,31,*****
119,60.255,25.043,17.4,192002092000,270,9,***,31,*****
120,60.255,25.043,17.4,192002100600,230,9,***,31,*****
121,60.255,25.043,17.4,192002101300,180,14,***,32,*****
122,60.255,25.043,17.4,192002102000,180,18,***,33,*****
123,60.255,25.043,17.4,192002110600,200,19,***,34,*****
124,60.255,25.043,17.4,192002111300,200,14,***,35,*****
125,60.255,25.043,17.4,192002112000,200,16,***,34,*****
