,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.255,25.043,17.4,192501010600,200,11,***,39,*****
1,60.255,25.043,17.4,192501011300,180,11,***,37,*****
2,60.255,25.043,17.4,192501012000,160,11,***,37,*****
3,60.255,25.043,17.4,192501020600,200,11,***,38,*****
4,60.255,25.043,17.4,192501021300,140,19,***,36,*****
5,60.255,25.043,17.4,192501022000,200,14,***,40,*****
6,60.255,25.043,17.4,192501030600,160,19,***,39,*****
7,60.255,25.043,17.4,192501031300,250,14,***,40,*****
8,60.255,25.043,17.4,192501032000,270,22,***,39,*****
9,60.255,25.043,17.4,192501040600,270,14,***,35,*****
10,60.255,25.043,17.4,192501041300,290,11,***,36,*****
11,60.255,25.043,17.4,192501042000,250,9,***,39,*****
12,60.255,25.043,17.4,192501050600,320,9,***,35,*****
13,60.255,25.043,17.4,192501051300,290,16,***,35,*****
14,60.255,25.043,17.4,192501052000,270,11,***,32,*****
15,60.255,25.043,17.4,192501060600,250,11,***,37,*****
16,60.255,25.043,17.4,192501061300,250,11,***,36,*****
17,60.255,25.043,17.4,192501062000,320,9,***,32,*****
18,60.255,25.043,17.4,192501070600,340,14,***,32,*****
19,60.255,25.043,17.4,192501071300,290,14,***,34,*****
20,60.255,25.043,17.4,192501072000,270,9,***,32,*****
21,60.255,25.043,17.4,192501080600,360,9,***,28,*****
22,60.255,25.043,17.4,192501081300,340,7,***,28,*****
23,60.255,25.043,17.4,192501082000,270,5,***,32,*****
24,60.255,25.043,17.4,192501090600,230,9,***,38,*****
25,60.255,25.043,17.4,192501091300,270,7,***,36,*****
26,60.255,25.043,17.4,192501092000,***,0,***,33,*****
27,60.255,25.043,17.4,192501100600,020,14,***,32,*****
28,60.255,25.043,17.4,192501101300,360,14,***,29,*****
29,60.255,25.043,17.4,192501102000,320,7,***,25,*****
30,60.255,25.043,17.4,192501110600,200,11,***,35,*****
31,60.255,25.043,17.4,192501111300,320,7,***,36,*****
32,60.255,25.043,17.4,192501112000,320,7,***,34,*****
33,60.255,25.043,17.4,192501120600,290,7,***,33,*****
34,60.255,25.043,17.4,192501121300,320,9,***,36,*****
35,60.255,25.043,17.4,192501122000,320,7,***,35,*****
36,60.255,25.043,17.4,192501130600,250,7,***,34,*****
37,60.255,25.043,17.4,192501131300,230,14,***,37,*****
38,60.255,25.043,17.4,192501132000,270,11,***,37,*****
39,60.255,25.043,17.4,192501140600,270,14,***,37,*****
40,60.255,25.043,17.4,192501141300,230,11,***,38,*****
41,60.255,25.043,17.4,192501142000,200,16,***,38,*****
42,60.255,25.043,17.4,192501150600,250,19,***,41,*****
43,60.255,25.043,17.4,192501151300,230,16,***,41,*****
44,60.255,25.043,17.4,192501152000,230,14,***,40,*****
45,60.255,25.043,17.4,192501160600,320,24,***,36,*****
46,60.255,25.043,17.4,192501161300,270,18,***,36,*****
47,60.255,25.043,17.4,192501162000,270,14,***,39,*****
48,60.255,25.043,17.4,192501170600,270,18,***,43,*****
49,60.255,25.043,17.4,192501171300,290,16,***,46,*****
50,60.255,25.043,17.4,192501172000,290,9,***,37,*****
51,60.255,25.043,17.4,192501180600,160,7,***,35,*****
52,60.255,25.043,17.4,192501181300,200,11,***,40,*****
