,Lat,Lon,Ele,YR--MODAHRMN,DIR,SPD,GUS,TEMP,ALT
0,60.255,25.043,17.4,192401010600,020,9,***,15,*****
1,60.255,25.043,17.4,192401011300,360,14,***,14,*****
2,60.255,25.043,17.4,192401012000,360,16,***,15,*****
3,60.255,25.043,17.4,192401020600,110,14,***,20,*****
4,60.255,25.043,17.4,192401021300,140,18,***,20,*****
5,60.255,25.043,17.4,192401022000,140,16,***,22,*****
6,60.255,25.043,17.4,192401030600,070,16,***,20,*****
7,60.255,25.043,17.4,192401031300,180,11,***,22,*****
8,60.255,25.043,17.4,192401032000,140,11,***,21,*****
9,60.255,25.043,17.4,192401040600,070,9,***,20,*****
10,60.255,25.043,17.4,192401041300,050,11,***,17,*****
11,60.255,25.043,17.4,192401042000,340,14,***,17,*****
12,60.255,25.043,17.4,192401050600,020,11,***,18,*****
13,60.255,25.043,17.4,192401051300,110,11,***,15,*****
14,60.255,25.043,17.4,192401052000,070,7,***,14,*****
15,60.255,25.043,17.4,192401060600,020,9,***,9,*****
16,60.255,25.043,17.4,192401061300,050,11,***,12,*****
17,60.255,25.043,17.4,192401062000,020,9,***,12,*****
18,60.255,25.043,17.4,192401070600,070,14,***,19,*****
19,60.255,25.043,17.4,192401071300,050,14,***,15,*****
20,60.255,25.043,17.4,192401072000,050,11,***,19,*****
21,60.255,25.043,17.4,192401080600,140,14,***,19,*****
22,60.255,25.043,17.4,192401081300,090,5,***,19,*****
23,60.255,25.043,17.4,192401082000,070,9,***,18,*****
24,60.255,25.043,17.4,192401090600,110,11,***,27,*****
25,60.255,25.043,17.4,192401091300,140,14,***,26,*****
26,60.255,25.043,17.4,192401092000,140,14,***,23,*****
27,60.255,25.043,17.4,192401100600,140,11,***,26,*****
28,60.255,25.043,17.4,192401101300,140,11,***,27,*****
29,60.255,25.043,17.4,192401102000,140,11,***,26,*****
30,60.255,25.043,17.4,192401110600,160,9,***,25,*****
31,60.255,25.043,17.4,192401111300,160,11,***,27,*****
32,60.255,25.043,17.4,192401112000,180,9,***,27,*****
33,60.255,25.043,17.4,192401120600,200,9,***,27,*****
34,60.255,25.043,17.4,192401121300,200,9,***,30,*****
35,60.255,25.043,17.4,192401122000,230,11,***,31,*****
36,60.255,25.043,17.4,192401130600,230,14,***,33,*****
37,60.255,25.043,17.4,192401131300,230,11,***,34,*****
38,60.255,25.043,17.4,192401132000,230,14,***,35,*****
39,60.255,25.043,17.4,192401140600,230,16,***,33,*****
40,60.255,25.043,17.4,192401141300,230,16,***,32,*****
41,60.255,25.043,17.4,192401142000,230,16,***,33,*****
42,60.255,25.043,17.4,192401150600,230,14,***,34,*****
43,60.255,25.043,17.4,192401151300,270,14,***,34,*****
44,60.255,25.043,17.4,192401152000,230,11,***,34,*****
45,60.255,25.043,17.4,192401160600,230,9,***,33,*****
46,60.255,25.043,17.4,192401161300,250,9,***,33,*****
47,60.255,25.043,17.4,192401162000,230,9,***,33,*****
48,60.255,25.043,17.4,192401170600,230,7,***,29,*****
49,60.255,25.043,17.4,192401171300,230,7,***,27,*****
50,60.255,25.043,17.4,192401172000,290,2,***,25,*****
51,60.255,25.043,17.4,192401180600,160,5,***,22,*****
52,60.255,25.043,17.4,192401181300,320,5,***,22,*****
53,60.255,25.043,17.4,192401182000,180,5,***,23,*****
54,60.255,25.043,17.4,192401190600,110,5,***,24,*****
55,60.255,25.043,17.4,192401191300,110,7,***,27,*****
56,60.255,25.043,17.4,192401192000,110,9,***,28,*****
57,60.255,25.043,17.4,192401200600,110,11,***,31,*****
58,60.255,25.043,17.4,192401201300,140,9,***,30,*****
59,60.255,25.043,17.4,192401202000,070,16,***,21,*****
60,60.255,25.043,17.4,192401210600,050,19,***,7,*****
61,60.255,25.043,17.4,192401211300,020,18,***,3,*****
62,60.255,25.043,17.4,192401212000,360,16,***,0,*****
63,60.255,25.043,17.4,192401220600,340,18,***,-6,*****
64,60.255,25.043,17.4,192401221300,340,16,***,-3,*****
