60.514,22.263,49.1,19020101,1.57079632679,23.7009982748,***,30.2,994.28
60.514,22.263,49.1,19020102,1.57079632679,6.8,***,17.2,993.96
60.514,22.263,49.1,19020103,1.57079632679,9.93870101058,***,-0.2,1005.08
60.514,22.263,49.1,19020104,4.71238898038,23.4536225765,***,28.7333333333,985.386666667
60.514,22.263,49.1,19020105,4.71238898038,5.1706521463,***,30.4666666667,978.293333333
60.514,22.263,49.1,19020106,-1.45640932597,4.79449077125,***,13.6666666667,990.48
60.514,22.263,49.1,19020107,4.71238898038,15.9351971825,***,26.0,998.52
60.514,22.263,49.1,19020108,4.71238898038,12.3395993489,***,30.4,998.56
60.514,22.263,49.1,19020109,4.71238898038,14.2,***,28.1333333333,999.28
60.514,22.263,49.1,19020110,4.71238898038,28.2982859453,***,33.6666666667,982.24
60.514,22.263,49.1,19020111,-0.470893858981,16.4578923992,***,19.8,985.453333333
60.514,22.263,49.1,19020112,1.57079632679,4.26666666667,***,14.6,1003.04
60.514,22.263,49.1,19020113,1.57079632679,20.6073197268,***,23.0,989.6
60.514,22.263,49.1,19020114,-0.190549794773,22.5336772729,***,13.4,1006.16666667
60.514,22.263,49.1,19020115,1.57079632679,16.1477896664,***,7.8,1013.28666667
60.514,22.263,49.1,19020116,-0.787351812724,41.899644456,***,32.8666666667,980.106666667
60.514,22.263,49.1,19020117,-0.698131700798,12.6,***,23.3333333333,1000.6
60.514,22.263,49.1,19020118,-0.624018138608,18.4761570305,***,8.53333333333,1010.32
60.514,22.263,49.1,19020119,1.57079632679,16.0666666667,***,7.46666666667,1014.70666667
60.514,22.263,49.1,19020120,-1.44431555966,20.2447540336,***,34.9333333333,979.366666667
60.514,22.263,49.1,19020121,-0.62498629377,19.8907749798,***,22.0666666667,988.76
60.514,22.263,49.1,19020122,0.014914700272,1.34076051344,***,5.26666666667,1012.08666667
60.514,22.263,49.1,19020123,4.71238898038,7.23026929771,***,27.8666666667,1006.98666667
60.514,22.263,49.1,19020124,4.71238898038,13.8033803941,***,36.2,998.32
60.514,22.263,49.1,19020125,1.57079632679,26.2668311998,***,34.4666666667,989.56
60.514,22.263,49.1,19020126,1.57079632679,19.8334234173,***,33.5333333333,984.16
60.514,22.263,49.1,19020127,4.71238898038,17.1091848718,***,30.5333333333,987.473333333
60.514,22.263,49.1,19020128,4.71238898038,15.6490505464,***,25.2666666667,992.653333333
60.514,22.263,49.1,19020129,4.71238898038,10.1848868327,***,25.7333333333,1003.95333333
60.514,22.263,49.1,19020130,0.332127136258,10.7693810031,***,17.8666666667,1023.66
60.514,22.263,49.1,19020131,-0.698131700798,5.46666666667,***,10.5333333333,1038.73333333
60.514,22.263,49.1,19020201,4.71238898038,12.0116939775,***,26.2,1037.39333333
60.514,22.263,49.1,19020202,-1.2217304764,2.8,***,27.4666666667,1025.71333333
60.514,22.263,49.1,19020203,-0.283382718848,20.8434760752,***,23.8666666667,1012.68
60.514,22.263,49.1,19020204,0.161558637416,12.7524710568,***,15.0,1003.98
60.514,22.263,49.1,19020205,-0.698131700798,2.8,***,1.53333333333,1011.18666667
60.514,22.263,49.1,19020206,1.57079632679,17.7306415267,***,19.7333333333,1008.93333333
60.514,22.263,49.1,19020207,1.57079632679,22.6138522992,***,20.0666666667,990.68
60.514,22.263,49.1,19020208,1.57079632679,2.21910893028,***,25.8666666667,986.226666667
60.514,22.263,49.1,19020209,-1.00796823839,10.0496818926,***,18.0,988.7
60.514,22.263,49.1,19020210,1.57079632679,6.19743508118,***,8.53333333333,995.333333333
60.514,22.263,49.1,19020211,1.57079632679,2.9855831777,***,13.4,997.526666667
60.514,22.263,49.1,19020212,1.57079632679,19.934857913,***,21.0,997.686666667
60.514,22.263,49.1,19020213,-0.898280968692,15.4121580398,***,19.9333333333,997.946666667
60.514,22.263,49.1,19020214,4.71238898038,13.0,***,8.73333333333,1007.31333333
60.514,22.263,49.1,19020215,4.71238898038,11.4347955207,***,19.4,1012.16
60.514,22.263,49.1,19020216,4.71238898038,33.6859725209,***,31.4,1010.33333333
60.514,22.263,49.1,19020217,4.71238898038,18.8666666667,***,32.6666666667,1016.75333333
60.514,22.263,49.1,19020218,1.57079632679,5.98592859615,***,22.2666666667,1030.43333333
