434760-99999,+06.817,+080.967,+1250.0,20050714,20170522
720975-99999,+31.174,-089.191,+0085.3,20160616,20160616
104520-99999,+51.733,+010.600,+0607.0,19730101,20030816
994530-99999,+04.600,+168.700,+0010.0,19900914,20000229
714820-99999,+52.183,-127.467,+0031.0,19850422,20170522
276040-99999,+54.983,+035.317,+0213.0,19881201,19891030
442750-99999,+46.833,+098.083,+2255.0,19831011,20170522
830750-99999,-23.432,-046.470,+0749.5,20090811,20170522
725090-14739,+42.361,-071.010,+0003.7,19431121,20170523
172650-99999,+37.750,+038.283,+0672.0,20070127,20170522
353940-99999,+49.671,+073.334,+0538.0,19480101,20170522
999999-12716,+24.067,-074.517,+0009.1,19550201,19641216
817390-99999,-03.517,-052.967,+0252.5,20160704,20170522
999999-12715,+22.367,-073.033,+0021.0,19550115,19571002
999999-12712,+26.617,-078.367,+0006.1,19510122,19701231
999999-12713,+25.267,-076.300,+0010.1,19520201,19701231
645070-99999,-02.850,+011.017,+0079.0,19730101,20170522
039610-99999,+52.850,-006.900,+0063.0,20080721,20170522
998446-99999,+38.550,-076.417,+0000.0,20130206,20170522
718060-99999,+49.917,-055.667,+0194.0,19840701,20120409
376770-99999,+41.000,+048.700,+1107.0,20070226,20070226
919380-99999,-17.554,-149.607,+0001.5,19730101,20170522
272255-99999,+57.561,+040.157,+0087.5,20120504,20170522
338980-99999,+45.817,+029.583,+0040.0,19590101,19891109
417650-99999,+25.383,+068.417,+0030.0,19570201,20071220
722691-00366,+32.200,-081.870,+0034.1,20130101,20170523
872733-99999,-29.100,-059.217,+0038.0,19390201,19450930
548080-99999,+36.233,+115.667,+0038.0,19570601,20170522
729455-99999,+59.450,-126.150,+0427.0,19730109,19770630
718753-99999,+49.500,-113.950,+1154.0,19910711,19910908
746720-99999,+36.568,-087.481,+0181.1,20010815,20170522
029260-99999,+61.483,+021.783,+0010.1,20120101,20170522
720935-99999,+38.258,-122.606,+0026.5,20110517,20130430
724555-99999,+39.133,-096.667,+0322.0,19730101,20051231
749025-99999,+08.600,-079.917,+0037.0,19420714,19461024
867580-99999,-17.783,-046.117,+0871.5,20160704,20170522
879360-99999,-54.700,-067.250,+0105.0,19780520,20090608
430860-99999,+18.767,+079.433,+0156.0,19730101,20170522
686460-99999,-31.500,+026.950,+1485.0,19730219,19730219
564620-99999,+29.000,+101.500,+2994.0,19560820,20170522
020750-99999,+59.583,+016.633,+0006.0,19730101,19770630
361770-99999,+50.417,+080.300,+0196.0,19320101,20170522
073960-99999,+46.900,+006.333,+0817.0,19740111,19850610
103960-99999,+52.550,+014.550,+0016.0,19911101,20030816
560280-99999,+00.000,+000.000,-0999.0,19801009,20061017
267040-99999,+54.467,+019.950,+0023.0,19590101,19740818
716080-99999,+49.183,-123.183,+0002.1,19820102,20170522
719123-99999,+56.367,-094.700,+0145.0,19881209,20070307
999999-94075,+40.035,-105.541,+2995.6,20030927,20170523
029760-99999,+60.383,+026.967,+0013.1,19520101,20170522
035051-99999,+52.383,-003.500,+0282.0,19730101,19750729
110230-99999,+48.583,+015.667,+0267.0,20140521,20160518
943410-99999,-20.702,+143.115,+0206.0,20010907,20170522
701333-26643,+66.069,-162.764,+0006.4,19990103,20170522
478300-99999,+31.933,+131.417,+0015.0,19521231,20170522
035770-99999,+52.362,+000.486,+0010.1,19930701,20041231
471700-99999,+34.400,+126.700,+0035.0,19830201,20170522
817420-99999,-03.850,-050.633,+0109.5,20160704,20170522
